id,interest,year,pid,gender,activity,pride,routine,outoftouch,fbcommunity,shutdown,friends,time,trust,job,loan,advice,notimportant,connected,spendtime,newthings,community,newpeople,group,motives,dontshare,depend,dontunderstand,alone,cares,support,romantic,needromance,agreeable,conscientious,extraverted,neurotic,open,facebook,linkedin,degree,cluster,effective,constraint,hierarchy,betweenness,isolates,fdegree,mdegree,odegree,pisolates
Wildcat299,7,3,4,0,1,3,5,4,5,3,5,4,5,5,4,5,1,5,5,5,5,5,5,5,1,5,1,1,5,5,1,5,53,23,49,62,87,0,0,,,,,,,,,,,
Wildcat300,5,3,4,0,1,3,1,1,2,2,1,3,,,,,,,,,,,5,4,2,3,1,1,5,3,4,3,,,,,,0,0,,,,,,,,,,,
Wildcat301,4,3,6,1,3,5,5,1,3,3,5,4,4,3,4,5,2,5,3,4,4,4,4,4,2,4,2,1,5,5,4,5,75,81,81,46,62,0,0,,,,,,,,,,,
Wildcat302,4,3,4,0,3,3,2,2,1,4,1,1,,,,,,,,,,,4,3,2,3,2,3,4,5,5,1,30,80,80,50,60,0,0,,,,,,,,,,,
Wildcat303,3,3,7,1,4,4,3,3,3,2,5,4,2,5,5,5,1,5,5,5,5,5,5,3,2,4,1,1,5,5,1,1,67,87,84,57,62,0,0,,,,,,,,,,,
Wildcat304,5,3,2,0,4,3,4,2,2,2,4,6,3,4,5,4,3,4,2,3,4,4,4,4,2,4,1,2,4,4,3,3,,,,,,0,0,,,,,,,,,,,
Wildcat305,6,3,3,0,4,3,2,1,4,4,5,3,4,4,4,5,1,5,3,5,5,5,5,5,2,5,2,3,5,5,3,4,71,52,50,46,81,0,0,,,,,,,,,,,
Wildcat306,4,3,4,0,4,2,4,1,2,2,2,3,,,,,,,,,,,5,5,1,5,1,3,5,5,5,1,,,,,,0,0,,,,,,,,,,,
Wildcat307,1,3,6,1,5,5,5,5,3,5,5,6,2,4,1,5,1,5,5,5,5,4,2,5,1,5,1,1,5,5,1,2,,,,,,0,0,,,,,,,,,,,
Wildcat308,6,3,3,1,5,4,5,3,3,4,2,2,2,3,4,4,2,4,4,4,4,4,4,5,2,5,1,1,5,5,1,3,70,76,70,84,73,0,0,,,,,,,,,,,
Wildcat309,6,3,2,1,5,4,5,3,5,4,5,5,2,5,3,4,1,5,4,4,4,4,5,5,1,5,1,1,5,5,5,1,50,60,69,84,57,0,0,,,,,,,,,,,
Wildcat310,4,3,5,1,5,4,5,3,3,4,4,2,2,3,3,4,2,4,4,5,4,5,5,3,5,3,5,1,5,4,5,1,,,,,,0,0,,,,,,,,,,,
Wildcat311,5,3,6,1,5,5,5,2,2,4,5,3,5,5,4,5,2,5,4,5,5,4,4,4,2,4,2,1,5,5,2,3,,,,,,0,0,,,,,,,,,,,
Wildcat312,5,3,6,0,5,3,5,2,3,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat313,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,24,73,67,38,0,0,,,,,,,,,,,
Wildcat314,4,3,7,1,,,,,,,,,4,4,5,5,1,4,3,4,4,5,4,4,1,4,1,1,5,5,5,1,,,,,,0,0,,,,,,,,,,,
Wildcat315,4,3,3,1,,,,,,,,,,,,,,,,,,,3,3,3,3,3,1,2,3,3,3,,,,,,0,0,,,,,,,,,,,
Wildcat316,5,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat317,6,3,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat318,6,4,4,0,1,1,3,1,3,2,3,1,2,4,1,2,4,5,4,3,3,5,3,4,2,4,2,2,4,4,2,3,,,,,,0,0,,,,,,,,,,,
Wildcat319,6,4,4,0,1,2,1,1,1,1,1,1,3,5,4,3,1,4,4,5,5,5,4,4,1,4,1,1,5,4,4,2,73,66,68,40,84,0,0,,,,,,,,,,,
Wildcat320,1,4,7,1,1,3,1,1,1,1,2,1,4,5,5,5,3,5,5,5,4,3,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat321,3,4,3,1,1,3,1,1,1,1,1,1,5,4,4,5,2,3,4,4,3,2,4,4,3,5,2,1,5,5,5,1,,,,,,0,0,,,,,,,,,,,
Wildcat322,5,4,3,1,2,3,2,3,2,4,4,4,2,4,5,5,2,4,3,4,4,2,4,4,1,5,1,4,4,5,1,4,,,,,,0,0,,,,,,,,,,,
Wildcat323,7,4,3,1,2,3,2,4,4,3,5,2,4,5,4,5,1,5,4,4,5,4,5,5,1,5,1,2,4,5,1,4,,,,,,0,0,,,,,,,,,,,
Wildcat324,5,4,7,0,2,3,1,1,2,1,3,1,,,,,,,,,,,,,,,,,,,,,54,90,60,29,69,0,0,,,,,,,,,,,
Wildcat325,5,4,4,0,2,2,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,56,81,75,20,71,0,0,,,,,,,,,,,
Wildcat326,6,4,4,1,2,1,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,60,61,67,75,83,0,0,,,,,,,,,,,
Wildcat327,3,4,2,0,2,3,2,1,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat328,4,4,4,0,3,3,3,1,2,3,4,3,2,4,1,3,4,3,3,4,2,4,3,2,3,3,4,4,1,3,1,4,,,,,,0,0,,,,,,,,,,,
Wildcat329,5,4,1,0,3,4,3,3,3,1,3,1,4,5,3,4,3,3,3,4,4,4,3,4,2,4,2,2,5,5,2,4,48,62,66,52,60,0,0,,,,,,,,,,,
Wildcat330,5,4,4,0,3,2,1,1,3,3,3,1,5,5,4,5,1,4,4,5,5,4,,,,,,,,,,,67,79,65,29,75,0,0,,,,,,,,,,,
Wildcat331,5,4,4,0,4,1,2,1,1,1,1,2,2,4,1,2,5,3,2,4,4,1,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat332,5,4,4,1,4,3,5,2,1,1,4,2,,,,,,,,,,,,,,,,,,,,,36,13,50,28,86,0,0,,,,,,,,,,,
Wildcat333,6,4,3,0,5,5,5,4,5,3,3,6,3,5,1,4,1,5,5,5,4,5,4,4,3,4,2,1,5,5,5,1,85,69,60,21,73,0,0,,,,,,,,,,,
Wildcat334,1,4,4,1,5,4,5,4,3,1,3,6,4,3,1,5,3,3,5,3,3,5,5,5,1,5,1,1,5,5,1,1,67,62,88,21,90,0,0,,,,,,,,,,,
Wildcat335,5,4,6,0,5,5,5,4,4,5,5,4,4,4,5,5,2,5,4,5,5,5,5,4,2,5,2,1,5,5,3,5,,,,,,0,0,,,,,,,,,,,
Wildcat336,6,4,5,1,5,4,5,4,4,3,5,4,5,4,5,5,1,5,4,5,5,4,5,4,1,5,1,1,5,5,3,3,,,,,,0,0,,,,,,,,,,,
Wildcat337,7,4,3,0,5,3,4,4,5,1,5,6,,,,,,,,,,,,,,,,,,,,,54,56,44,38,92,0,0,,,,,,,,,,,
Wildcat338,4,4,4,0,5,4,5,5,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat339,6,4,3,0,,,,,,,,,2,5,5,5,1,5,5,5,5,3,5,5,1,5,1,1,5,5,5,1,71,71,77,27,96,0,0,,,,,,,,,,,
Wildcat340,4,4,1,1,,,,,,,,,5,4,5,5,1,3,3,4,5,4,5,5,1,5,1,4,4,5,5,2,58,58,62,58,72,0,0,,,,,,,,,,,
Wildcat341,4,4,4,0,,,,,,,,,5,4,3,5,2,3,4,4,3,4,,,,,,,,,,,51,65,81,32,70,0,0,,,,,,,,,,,
Wildcat342,5,4,5,0,,,,,,,,,5,4,2,5,1,5,4,5,5,4,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat343,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat344,3,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat345,4,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat346,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat347,5,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat348,5,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat349,6,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat350,,,,,2,2,2,2,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat351,,,,,3,3,3,1,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat352,,,,,4,5,4,2,4,2,5,5,2,5,4,5,1,4,4,4,2,2,5,5,1,5,1,2,5,5,1,4,,,,,,0,0,,,,,,,,,,,
Wildcat353,,,,,4,5,4,2,4,4,5,2,4,4,5,5,2,4,4,5,4,5,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat354,,,,,1,3,1,1,4,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat355,,,,,2,2,2,2,2,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat356,,,,,4,4,2,1,4,3,5,1,,,,,,,,,,,5,4,2,4,2,3,4,5,1,4,,,,,,0,0,,,,,,,,,,,
Wildcat357,,,,,4,5,5,5,5,5,5,2,,,,,,,,,,,,,,,,,,,,,67,27,63,48,87,0,0,,,,,,,,,,,
Wildcat358,,,,,4,4,3,2,3,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat359,,,,,5,5,4,2,3,4,5,2,4,4,5,5,1,5,4,4,4,4,4,5,1,5,1,1,5,5,1,1,,,,,,0,0,,,,,,,,,,,
Wildcat360,,,,,5,4,5,4,5,3,5,3,5,4,5,5,1,5,4,4,4,5,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
Wildcat361,,,,,,,,,,,,,4,5,4,4,2,3,4,4,3,5,4,3,1,4,2,2,4,5,4,4,,,,,,0,0,,,,,,,,,,,
Wildcat362,,,,,,,,,,,,,,,,,,,,,,,5,5,3,5,1,3,4,5,1,,,,,,,0,0,,,,,,,,,,,
Wildcat363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,32,40,47,87,0,0,,,,,,,,,,,
Wildcat364,7,2,3,1,5,3,5,3,3,2,4,3,,,,,,,,,,,5,4,2,5,2,2,5,5,5,1,,,,,,1,0,58,0.195402299,,,,,12,,,,0.206896552
Wildcat365,2,3,7,0,1,2,1,1,1,1,1,1,4,4,5,5,4,5,4,4,4,2,3,4,1,4,2,1,5,5,5,2,,,,,,1,0,32,0.060483871,,,,,8,,,,0.25
Wildcat366,5,3,5,0,1,3,1,1,2,1,5,1,,,,,,,,,,,5,4,1,2,2,2,4,5,1,1,,,,,,1,0,172,0.079627363,,,,,14,,,,0.081395349
Wildcat367,6,3,6,0,2,3,2,2,4,1,5,2,2,5,5,4,3,5,3,4,4,4,5,5,4,5,2,2,5,5,5,1,,,,,,1,0,18,0.496732026,,,,,0,,,,0
Wildcat368,6,3,7,0,4,3,2,1,4,3,4,2,2,4,5,5,2,4,4,4,3,4,5,4,1,5,1,1,5,5,4,3,,,,,,1,0,113,0.359197219,,,,,2,,,,0.017699115
Wildcat369,4,3,2,1,4,3,4,2,3,5,5,2,4,5,5,5,2,4,4,5,4,4,4,4,4,4,2,1,5,5,1,5,,,,,,1,0,106,0.14195867,,,,,3,,,,0.028301887
Wildcat370,4,3,5,1,5,5,5,3,3,3,5,4,2,5,2,5,2,4,4,5,3,5,4,4,1,5,1,3,5,4,5,2,,,,,,1,0,4,0.166666667,,,,,2,,,,0.5
Wildcat371,6,3,7,0,5,4,5,5,4,5,5,5,5,5,5,5,2,4,4,4,5,3,5,5,3,5,3,1,5,5,2,3,,,,,,1,0,250,0.188594378,,,,,4,,,,0.016
Wildcat372,5,3,7,0,,,,,,,,,4,4,5,5,1,4,3,4,4,5,,,,,,,,,,,,,,,,1,0,8,0.357142857,,,,,4,,,,0.5
Wildcat373,5,4,1,1,2,3,2,2,3,2,2,2,3,5,5,5,2,4,4,4,4,5,5,4,1,5,1,1,5,5,1,1,,,,,,1,0,215,0.239426212,,,,,4,,,,0.018604651
Wildcat374,5,4,2,0,2,3,2,2,3,3,5,2,,,,,,,,,,,5,5,2,4,1,2,5,5,3,4,,,,,,1,0,152,0.257755315,,,,,7,,,,0.046052632
Wildcat375,5,4,5,0,4,3,4,4,3,4,5,3,2,3,4,5,1,4,3,4,5,4,5,4,2,5,2,1,5,5,5,1,,,,,,1,0,10,0.044444444,,,,,6,,,,0.6
Wildcat376,6,4,6,1,4,3,4,3,4,4,5,5,2,3,5,5,2,4,4,5,5,5,,,,,,,,,,,,,,,,1,0,305,0.056363244,,,,,18,,,,0.059016393
Wildcat377,6,4,5,0,4,2,2,4,3,4,5,3,5,4,4,5,1,4,3,4,4,5,5,4,1,5,2,1,5,5,5,1,,,,,,1,0,15,0.152380952,,,,,6,,,,0.4
Wildcat378,6,4,4,0,5,5,5,2,4,3,5,5,4,2,5,5,1,4,3,4,4,4,5,4,2,5,2,1,5,5,1,2,,,,,,1,0,5,0,,,,,5,,,,1
Wildcat379,3,4,6,1,5,4,5,5,4,4,5,3,4,4,5,5,1,4,4,5,5,5,,,,,,,,,,,,,,,,1,0,278,0.16915565,,,,,4,,,,0.014388489
Wildcat380,4,4,6,1,5,4,5,4,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,217,0.132275132,,,,,14,,,,0.064516129
Wildcat381,6,4,5,1,,,,,,,,,4,3,4,4,2,5,3,5,4,3,,,,,,,,,,,,,,,,1,0,476,0.054577621,,,,,39,,,,0.081932773
Wildcat382,,,,,4,3,4,4,4,4,2,2,,,,,,,,,,,4,4,3,4,2,3,5,4,4,4,,,,,,1,0,64,0.175099206,,,,,11,,,,0.171875
Wildcat383,,,,,5,4,4,3,2,4,5,3,4,3,5,5,2,4,4,5,5,5,5,4,2,4,2,1,5,5,1,3,,,,,,1,0,88,0.306948798,,,,,4,,,,0.045454545
Wildcat384,,,,,,,,,,,,,2,2,5,5,1,4,4,4,4,4,5,4,2,5,1,1,5,5,1,2,,,,,,1,0,296,0.166788823,,,,,5,,,,0.016891892
Wildcat385,,,,,,,,,,,,,5,3,4,5,2,4,4,4,3,4,1,3,4,2,4,1,5,2,3,4,,,,,,1,0,48,0.219858156,,,,,1,,,,0.020833333
Wildcat386,,,,,,,,,,,,,5,4,5,5,1,5,5,4,4,5,5,5,2,5,1,1,5,5,1,1,,,,,,1,0,55,0.069360269,,,,,5,,,,0.090909091
Wildcat387,5,2,4,0,3,3,2,4,2,3,5,2,4,4,5,5,2,5,4,4,4,4,4,5,2,5,2,1,5,5,5,3,60,66,36,87,20,1,0,794,0.169042091,,,,,18,391,399,4,0.022670025
Wildcat388,6,2,6,1,5,3,5,4,3,4,2,2,1,4,4,5,2,3,4,3,3,4,4,3,2,4,1,1,5,5,4,1,87,79,16,62,61,1,0,168,0.177787283,,,,,6,89,79,0,0.035714286
Wildcat389,4,2,5,1,5,3,4,3,3,2,4,4,2,3,2,5,2,4,4,4,4,4,5,4,2,5,2,2,5,5,1,4,87,78,68,66,51,1,0,337,0.155733362,,,,,3,264,73,0,0.008902077
Wildcat390,6,3,2,1,1,1,1,1,1,1,4,1,3,4,5,4,2,5,5,5,5,5,4,4,1,4,1,1,5,5,1,1,16,36,30,47,87,1,0,256,0.236917892,,,,,3,135,121,0,0.01171875
Wildcat391,6,3,4,0,1,3,1,1,1,3,1,1,3,4,4,4,5,5,3,5,4,3,5,4,3,4,1,2,4,4,3,2,13,32,25,12,18,1,0,8,0.142857143,,,,,3,4,4,0,0.375
Wildcat392,5,3,4,0,2,3,4,1,1,4,2,3,4,5,4,4,1,3,3,4,2,3,5,4,2,5,1,2,5,4,1,1,61,41,56,87,60,1,0,116,0.086956522,,,,,12,39,77,0,0.103448276
Wildcat393,5,3,7,1,2,3,1,1,4,3,5,1,5,4,5,5,1,4,4,5,5,2,5,4,1,5,1,2,5,5,1,3,47,29,13,35,15,1,0,964,0.173903302,,,,,1,711,253,0,0.001037344
Wildcat394,6,3,4,0,3,3,2,4,4,3,5,2,1,1,1,1,3,5,4,5,5,5,5,5,3,3,4,4,5,3,4,5,59,57,66,83,55,1,0,328,0.166331021,,,,,9,149,179,0,0.027439024
Wildcat395,5,3,7,1,3,2,2,2,4,3,5,3,4,5,5,5,1,4,5,4,4,4,5,4,1,5,1,1,5,5,5,1,71,69,87,60,54,1,0,962,0.130479555,,,,,0,703,259,0,0
Wildcat396,6,3,5,0,3,3,2,1,3,2,2,2,5,4,3,5,1,3,4,3,4,5,5,5,1,5,1,2,4,5,3,5,,,,,,1,0,138,0.196974505,,,,,2,56,82,0,0.014492754
Wildcat397,6,3,1,1,3,4,4,4,5,4,4,3,,,,,,,,,,,,,,,,,,,,,87,77,79,57,77,1,0,239,0.117400935,,,,,2,197,42,0,0.008368201
Wildcat398,6,3,4,0,4,3,4,2,2,2,3,2,4,5,3,5,1,5,4,3,4,4,4,3,1,4,1,1,5,4,5,3,57,71,61,86,56,1,0,509,0.059387714,,,,,4,159,350,0,0.007858546
Wildcat399,5,3,3,0,4,5,5,4,3,2,5,2,4,3,4,4,2,3,4,4,3,4,,,,,,,,,,,26,13,60,47,64,1,0,893,0.168748964,,,,,6,349,544,0,0.006718925
Wildcat400,6,3,4,0,4,2,4,2,4,3,3,4,5,4,5,5,2,4,4,4,4,4,5,4,1,5,1,2,5,5,2,3,52,35,17,73,87,1,0,224,0.182695388,,,,,4,115,109,0,0.017857143
Wildcat401,5,3,4,1,4,4,4,2,3,3,5,3,5,5,5,5,2,4,3,4,4,4,5,5,2,5,1,2,5,5,5,3,64,70,87,67,55,1,0,1648,0.106504324,,,,,4,928,720,0,0.002427184
Wildcat402,6,3,3,0,4,3,4,2,3,2,2,2,5,5,5,5,1,4,5,4,4,4,5,5,1,5,1,1,5,5,5,1,87,53,76,66,73,1,0,795,0.127706224,,,,,5,424,371,0,0.006289308
Wildcat403,6.5,3,3,1,4,3,4,2,4,4,5,4,5,5,5,4,1,5,5,5,5,5,5,4,1,5,,,,,,,,,,,,1,0,1861,0.087665898,,,,,9,943,918,0,0.00483611
Wildcat404,6,3,3,1,4,3,3,4,2,1,2,2,5,3,5,5,1,5,4,4,5,5,,,,,,,,,,,57,13,68,51,67,1,0,306,0.088953177,,,,,5,159,147,0,0.016339869
Wildcat405,6,3,,0,5,3,5,5,5,4,5,5,1,5,5,5,3,5,5,5,5,5,5,4,1,5,2,3,4,5,1,5,57,81,56,86,78,1,0,722,0.056400582,,,,,16,333,,,0.022160665
Wildcat406,5,3,7,0,5,3,5,3,4,2,4,3,2,4,4,4,1,4,3,3,3,4,4,4,1,4,1,1,5,5,3,2,67,45,87,73,64,1,0,658,0.175977201,,,,,2,316,342,0,0.003039514
Wildcat407,6,3,6,1,5,4,5,4,3,5,5,6,3,4,5,5,2,5,5,5,5,4,4,4,2,5,2,2,5,5,2,3,61,50,21,61,13,1,0,1746,0.084994273,,,,,11,1248,498,0,0.006300115
Wildcat408,6,3,5,0,5,3,4,2,5,2,4,5,3,4,4,4,2,5,2,4,4,5,5,5,1,4,1,1,5,5,3,3,58,59,81,82,87,1,0,342,0.075680403,,,,,14,185,157,0,0.040935673
Wildcat409,7,3,5,1,5,3,4,4,3,4,5,3,4,4,2,5,1,3,4,5,5,5,5,2,2,4,2,1,5,5,2,2,44,48,69,83,40,1,0,1866,0.077872699,,,,,9,1047,819,0,0.004823151
Wildcat410,6,3,1,0,5,2,5,4,4,4,2,6,5,5,4,5,1,2,4,4,4,3,5,5,1,1,1,1,5,4,3,5,31,46,28,54,87,1,0,125,0.050451613,,,,,8,52,68,5,0.064
Wildcat411,6,3,1,1,5,5,5,4,5,5,5,3,5,5,5,5,1,4,4,5,4,5,5,5,1,5,1,1,5,5,5,1,35,58,68,69,78,1,0,1921,0.107626236,,,,,2,1141,780,0,0.001041124
Wildcat412,5,3,6,0,5,5,5,4,4,4,4,3,5,5,5,5,1,4,3,4,4,5,5,5,1,5,1,1,5,5,5,1,65,85,29,85,26,1,0,527,0.165547146,,,,,13,256,271,0,0.024667932
Wildcat413,6,3,1,1,5,5,5,5,5,4,5,5,5,5,5,5,1,5,4,5,5,5,5,5,1,5,1,1,5,5,5,1,87,46,81,72,29,1,0,1769,0.084042931,,,,,7,1063,706,0,0.003957038
Wildcat414,6,3,3,0,,,,,,,,,5,5,4,5,2,4,4,3,3,4,,,,,,,,,,,37,87,50,43,70,1,0,719,0.133611756,,,,,8,323,396,0,0.011126565
Wildcat415,5,4,4,0,1,1,1,1,1,1,1,1,4,4,5,5,2,4,3,3,4,2,5,5,2,5,2,1,5,5,4,3,54,65,87,67,59,1,0,499,0.13924234,,,,,10,348,151,0,0.02004008
Wildcat416,5,4,3,0,1,2,1,1,3,2,2,1,5,4,5,5,1,4,4,5,5,4,5,5,1,5,1,1,5,4,1,4,76,13,52,45,69,1,0,107,0.206489155,,,,,7,31,76,0,0.065420561
Wildcat417,6,4,4,1,2,3,1,1,3,2,2,1,1,2,5,5,2,3,4,4,4,3,,,,,,,,,,,35,13,68,84,70,1,0,210,0.100022784,,,,,6,84,126,0,0.028571429
Wildcat418,4,4,6,1,3,2,2,2,3,3,5,4,5,4,5,5,1,5,4,4,5,4,5,5,1,5,1,1,5,5,1,3,58,16,87,86,38,1,0,830,0.122679379,,,,,0,501,328,1,0
Wildcat419,4,4,3,1,4,3,4,2,2,3,2,3,1,4,2,4,2,4,4,2,4,4,4,5,2,4,2,4,4,4,4,2,79,57,52,74,87,1,0,342,0.068031761,,,,,11,198,144,0,0.032163743
Wildcat420,6,4,3,0,4,4,3,1,4,4,5,4,1,4,4,3,1,3,4,5,3,5,5,2,1,5,1,4,5,5,4,3,61,62,87,64,56,1,0,892,0.060170716,,,,,15,450,442,0,0.016816143
Wildcat421,7,4,1,1,4,2,3,2,2,4,2,5,4,5,4,5,1,3,4,4,4,3,5,5,1,5,1,2,5,5,5,1,47,13,42,43,71,1,0,154,0.066717596,,,,,2,87,61,6,0.012987013
Wildcat422,6,4,,1,4,4,4,4,4,4,3,3,4,5,5,5,5,5,3,4,3,2,5,5,1,5,1,3,5,5,1,1,83,58,87,84,26,1,0,229,0.191028882,,,,,9,150,79,0,0.03930131
Wildcat423,6,4,3,1,4,3,4,3,3,3,5,3,5,4,5,5,1,4,4,5,5,5,5,4,2,5,1,1,5,5,5,3,60,75,87,65,55,1,0,485,0.041859078,,,,,30,228,257,0,0.06185567
Wildcat424,6,4,5,0,4,3,4,2,4,5,1,2,,,,,,,,,,,4,4,2,4,2,3,5,5,5,3,65,51,36,83,47,1,0,111,0.071416871,,,,,6,48,63,0,0.054054054
Wildcat425,6,4,6,1,5,3,5,4,4,5,3,2,1,4,5,5,1,5,3,5,5,2,,,,,,,,,,,,,,,,1,0,278,0.058696725,,,,,5,163,115,0,0.017985612
Wildcat426,5,4,3,0,5,4,5,5,5,2,5,4,4,3,3,4,2,4,3,4,4,4,5,4,1,4,2,4,4,4,1,3,47,54,56,84,54,1,0,460,0.140456569,,,,,3,239,221,0,0.006521739
Wildcat427,6,4,2,0,5,4,5,5,4,4,4,4,4,2,2,4,2,2,2,4,3,4,5,4,2,5,2,3,5,5,5,2,,,,,,1,0,264,0.184381841,,,,,5,110,154,0,0.018939394
Wildcat428,6,4,2,1,5,4,5,2,5,4,3,2,5,5,5,5,1,5,2,5,5,5,5,4,1,5,1,2,5,5,4,4,,,,,,1,0,177,0.074922958,,,,,4,117,60,0,0.02259887
Wildcat429,3,4,7,0,,,,,,,,,2,3,4,4,2,3,3,4,4,4,4,3,2,4,4,1,5,5,2,2,27,55,20,47,13,1,0,567,0.120801939,,,,,9,230,337,0,0.015873016
Wildcat430,6,,4,0,5,2,5,3,5,3,5,2,5,3,4,5,2,3,3,4,4,4,,,,,,,,,,,,,,,,1,0,552,0.070425314,,,,,40,303,249,0,0.072463768
Wildcat431,,,,,5,4,4,5,4,5,5,2,4,4,5,5,2,4,4,4,4,3,5,4,2,5,2,1,5,5,3,3,56,56,39,86,47,1,0,827,0.184230174,,,,,0,646,181,0,0
Wildcat432,,,,,,,,,,,,,3,4,1,2,4,5,4,4,3,2,,,,,,,,,,,41,31,13,26,23,1,0,864,0.012555792,,,,,36,722,142,0,0.041666667
