id,interest,year,pid,gender,activity,pride,routine,outoftouch,fbcommunity,shutdown,friends,time,trust,job,loan,advice,notimportant,connected,spendtime,newthings,community,newpeople,group,motives,dontshare,depend,dontunderstand,alone,cares,support,romantic,needromance,agreeable,conscientious,extraverted,neurotic,open,facebook,linkedin,degree,cluster,effective,constraint,hierarchy,betweenness,isolates,fdegree,mdegree,odegree,pisolates
Wildcat001,6,2,1,1,1,3,2,1,1,1,1,1,1,4,1,1,2,2,4,4,1,4,2,2,2,1,4,4,2,4,1,4,,,,,,0,1,4,,-1.5,,8.33,3,,,,,
Wildcat002,5,2,3,1,1,3,1,2,2,3,1,1,4,4,4,5,3,4,4,2,4,2,4,3,1,4,2,1,5,5,3,1,21,77,54,54,83,0,1,6,15,3,31.48,3.7,12,,,,,
Wildcat003,5,2,3,0,1,3,1,3,2,4,5,1,4,4,4,5,2,5,4,4,5,4,,,,,,,,,,,,,,,,0,1,9,0.3542,-2.3,31.11,5.19,20.5,,,,,
Wildcat004,5,2,5,1,2,4,2,1,4,4,5,1,4,5,5,5,1,4,4,4,5,5,5,5,2,5,1,4,5,5,1,3,77,46,77,73,61,0,1,186,14.02,82.199997,2.0799999,0.63,10048.9,,,,,
Wildcat005,4,2,1,1,4,3,2,3,2,3,5,2,4,2,3,3,4,2,2,3,4,1,2,2,2,2,4,3,5,5,3,4,100,75,73,35,79,0,1,37,27.52,-2.6,8.82,2.01,404.9,,,,,
Wildcat006,6,3,3,1,1,1,1,1,1,1,1,1,1,4,5,4,2,2,4,4,2,2,4,5,2,5,2,1,5,2,1,5,67,73,88,42,81,0,1,33,11.22,18.6,8.8,2.01,451,,,,,
Wildcat007,5,3,3,1,1,3,1,1,3,3,4,1,2,4,3,4,2,3,3,4,3,4,2,4,1,4,1,4,4,4,1,4,,,,,,0,1,22,0.2359,2.2,15.21,4.15,163,,,,,
Wildcat008,5,3,2,0,1,3,1,1,2,2,2,1,3,5,3,4,4,3,3,4,4,4,4,4,5,4,4,4,4,5,1,5,,,,,,0,1,8,0.7768,-13.8,38.92,8,7.5,,,,,
Wildcat009,4,3,2,1,1,1,1,1,1,1,1,1,3,2,4,5,1,5,4,5,5,3,4,5,1,5,2,1,5,5,5,5,,,,,,0,1,9,0.0764,6.6,21.49,3.18,32,,,,,
Wildcat010,5,3,3,0,1,3,1,2,4,4,3,2,3,4,5,5,2,3,4,4,4,4,5,4,1,5,2,1,5,4,5,2,71,67,81,12,77,0,1,4,,6,,0,6,,,,,
Wildcat011,5,3,4,1,1,3,1,2,2,3,1,1,4,4,4,5,3,3,3,4,3,2,4,4,2,3,2,2,4,3,2,3,,,,,,0,1,3,,1.7,,5.56,2,,,,,
Wildcat012,5,3,6,0,1,3,1,1,2,2,5,2,4,3,5,5,1,4,2,4,4,4,,,,,,,,,,,81,38,50,27,65,0,1,3,-25,5,33.330002,0,3,,,,,
Wildcat013,4,3,4,0,1,3,1,1,1,1,2,1,5,5,4,5,3,4,4,2,4,5,4,4,4,5,2,4,4,5,5,4,20,81,91,50,100,0,1,499,3.39,431.5,0.89,0.35,110898.5,,,,,
Wildcat014,4,3,4,0,1,3,4,3,1,1,5,3,5,4,4,5,1,5,5,5,5,3,4,4,3,5,1,1,5,5,5,3,40,58,59,81,88,0,1,1,,,,,,,,,,
Wildcat015,5,3,4,0,1,1,1,1,1,1,2,1,5,4,5,4,4,4,4,4,4,4,5,5,4,2,3,1,5,5,5,3,35,75,46,40,75,0,1,23,5,44,15,8,3,,,,,
Wildcat016,6,3,3,0,1,3,1,1,1,1,1,1,5,5,5,5,1,4,3,4,5,3,5,5,1,5,1,1,5,5,5,1,38,90,79,25,42,0,1,6,40,-2,39.58,6.25,9,,,,,
Wildcat017,2,3,3,0,1,2,1,1,1,1,5,1,5,4,4,5,1,3,3,4,5,4,5,3,1,4,2,4,1,5,1,4,52,62,60,46,83,0,1,1,,,,,,,,,,
Wildcat018,4,3,6,0,1,1,1,1,1,1,1,1,5,5,5,5,1,4,4,3,5,4,5,5,1,5,1,1,5,5,5,1,,,,,,0,1,8,-0.0714,10,12.5,0,28,,,,,
Wildcat019,6,3,3,0,1,3,1,1,1,4,2,1,5,5,4,4,2,4,3,3,3,4,5,5,1,5,2,2,5,4,5,1,,,,,,0,1,25,0.2,5.8,11.75,2.35,215.7,,,,,
Wildcat020,6,3,4,0,1,3,1,1,1,3,1,1,5,4,4,5,1,5,3,5,5,4,,,,,,,,,,,60,54,67,54,60,0,1,49,26.38,-1.7,7.5300002,2.0699999,622.79999,,,,,
Wildcat021,5,3,5,0,1,3,1,1,1,1,2,1,5,4,1,5,1,1,3,4,4,3,,,,,,,,,,,,,,,,0,1,7,0.1548,3.3,30.27,3.74,17,,,,,
Wildcat022,3,3,3,1,1,3,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,58,90,83,31,60,0,1,21,-0.12,21.1,7.0300002,0.44999999,206,,,,,
Wildcat023,4,3,4,0,2,2,2,4,1,3,3,1,2,4,2,4,4,4,4,5,5,2,3,2,5,2,4,3,5,5,5,1,38,69,60,46,38,0,1,6,23.33,1.3,43.78,11.56,11,,,,,
Wildcat024,3,3,4,0,2,3,1,1,1,1,2,1,2,4,4,3,2,2,2,3,4,4,4,3,1,2,1,4,3,3,1,3,,,,,,0,1,26,-0.02,28,3.85,0,325,,,,,
Wildcat025,6,3,6,1,2,3,2,2,2,2,5,1,2,4,4,5,2,5,4,4,4,5,5,5,2,5,1,1,5,5,3,4,85,83,83,25,73,0,1,280,3.78,232.2,1.07,0.32,36900.7,,,,,
Wildcat026,6,3,6,0,2,2,2,2,1,1,1,1,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,61,62,71,75,92,0,1,11,8.64,7.5,19.17,3.25,46.5,,,,,
Wildcat027,4,3,2,1,2,3,2,1,1,2,5,1,4,4,2,4,4,4,3,4,3,2,3,4,3,4,4,2,5,4,5,1,42,75,46,56,71,0,1,5,37.5,-1,59.4,16.64,6,,,,,
Wildcat028,6,3,4,1,2,3,2,2,2,2,1,1,4,2,4,4,2,4,4,4,4,2,4,4,2,4,2,1,4,4,4,2,29,62,67,46,71,0,1,3,,5,,0,3,,,,,
Wildcat029,6,3,3,1,2,2,2,2,2,2,5,2,4,3,1,5,3,4,4,4,4,5,4,4,2,5,1,1,5,5,5,2,64,58,62,33,79,0,1,254,42.69,-178,1.61,0.46,5525.7,,,,,
Wildcat030,5,3,1,1,3,2,2,1,1,2,3,4,1,4,5,2,4,5,4,3,3,2,5,4,1,3,4,2,4,2,1,4,19,69,42,69,52,0,1,4,,1,,7.64,4,,,,,
Wildcat031,5,3,1,0,3,4,4,2,2,2,1,3,1,4,4,4,2,4,2,5,4,2,5,4,2,4,2,4,2,3,3,2,50,77,81,33,54,0,1,9,35.42,-2.3,30.29,6.03,22.5,,,,,
Wildcat032,4,3,1,0,3,3,2,4,3,1,5,3,2,5,1,1,4,2,4,2,3,2,3,2,3,2,4,2,2,3,2,2,,,,,,0,1,17,0.1434,7.8,14.06,2.28,113.5,,,,,
Wildcat033,6,3,2,0,3,3,4,2,2,3,1,3,3,3,2,1,2,3,3,3,4,2,4,4,2,4,2,1,4,4,4,2,,,,,,0,1,3,,5,,0,3,,,,,
Wildcat034,5,3,2,0,3,3,2,2,1,1,2,1,3,1,1,1,4,5,3,5,5,5,,,,,,,,,,,85,83,67,19,79,0,1,4,,6,,0,6,,,,,
Wildcat035,4,3,3,1,3,3,2,1,2,1,2,2,4,3,5,5,2,4,3,3,2,4,3,2,1,4,2,1,5,5,1,1,,,,,,0,1,34,0.152,13.9,9.07,1.93,422.4,,,,,
Wildcat036,5,3,5,0,3,4,2,2,3,4,5,2,4,5,4,5,2,5,4,4,4,3,4,5,1,4,2,1,5,5,1,4,44,65,46,40,69,0,1,58,30.73,-12.1,6.49,1.73,749.5,,,,,
Wildcat037,4,3,5,0,3,4,4,3,3,3,1,1,4,3,4,4,3,4,4,4,4,4,4,3,1,4,1,3,5,4,3,4,,,,,,0,1,10,0.5833,-11,29.6,6.02,18.9,,,,,
Wildcat038,5,3,4,0,3,3,3,3,3,3,1,1,4,4,4,3,4,3,4,4,3,3,5,4,4,4,4,2,5,4,4,4,,,,,,0,1,2,,4,,0,1,,,,,
Wildcat039,3,3,4,0,3,2,3,1,1,3,2,1,4,4,4,4,3,3,3,3,3,4,,,,,,,,,,,62,44,56,54,77,0,1,11,33.64,-2.5,23.59,4.27,35.5,,,,,
Wildcat040,2,3,6,1,3,3,3,4,4,3,5,3,5,4,5,5,2,4,4,5,5,5,2,5,2,4,1,1,5,5,5,3,88,73,60,50,90,0,1,258,13.54,118.8,1.49,0.44,20209.7,,,,,
Wildcat041,6,3,4,0,3,3,3,3,3,3,1,2,,,,,,,,,,,1,1,3,3,3,1,5,5,3,3,,,,,,0,1,12,0.2955,-1,21.59,3.93,44.5,,,,,
Wildcat042,6,3,3,0,4,3,3,1,2,1,2,1,2,5,1,4,2,4,2,2,2,5,2,4,1,3,1,2,5,2,1,5,,,,,,0,1,32,0.2712,-1.6,10.45,2.4,310.9,,,,,
Wildcat043,3,3,3,0,4,5,3,4,3,3,5,4,2,5,5,5,3,4,4,4,3,5,4,3,3,3,3,1,5,4,1,3,58,71,81,38,52,0,1,1,,,,,,,,,,
Wildcat044,5,3,5,0,4,1,2,1,2,2,2,3,2,2,4,4,1,2,2,2,2,4,4,4,2,5,1,1,5,5,5,1,,,,,,0,1,17,0.4283,-10.4,19.32,4.3,67.4,,,,,
Wildcat045,5,3,4,0,4,3,4,2,3,4,3,1,3,2,3,4,4,2,3,3,4,2,2,3,2,2,2,2,4,4,3,3,,,,,,0,1,18,-0.0294,20,5.56,0,153,,,,,
Wildcat046,3,3,5,0,4,3,4,2,2,4,5,5,4,4,4,5,2,5,3,4,5,2,2,3,2,4,3,1,5,5,1,5,55,41,76,40,82,0,1,212,12.64,105.3,1.85,0.52,12966.4,,,,,
Wildcat047,2,3,4,0,4,3,3,1,1,1,1,1,4,3,2,4,3,1,1,1,1,2,3,3,2,4,3,4,4,1,1,4,50,42,31,62,17,0,1,3,-25,5,33.330002,0,3,,,,,
Wildcat048,4,3,2,0,4,3,4,4,3,4,5,4,4,3,4,4,2,3,4,3,4,2,4,4,1,5,1,2,5,4,1,3,48,31,29,27,52,0,1,53,38.77,-27.6,7.1700001,1.86,422.79999,,,,,
Wildcat049,6,3,3,1,4,2,4,3,2,1,5,3,4,4,5,5,2,4,4,3,3,4,4,4,2,4,2,2,5,5,5,1,58,71,33,62,77,0,1,6,-10,8,16.67,0,15,,,,,
Wildcat050,4,3,2,0,4,3,1,1,4,3,5,1,4,4,1,4,2,5,5,5,5,5,4,4,1,5,1,1,5,5,5,2,58,77,79,42,98,0,1,195,12.87,95.2,2.09,0.68,11765.3,,,,,
Wildcat051,5,3,2,1,4,5,4,3,4,4,4,5,4,4,5,5,1,4,3,4,4,5,4,4,1,5,1,1,5,5,1,4,,,,,,0,1,76,0.2499,1,4.69,1.2,1685.6,,,,,
Wildcat052,4,3,2,1,4,3,2,4,4,3,1,1,4,3,4,4,4,4,2,3,3,2,,,,,,,,,,,28,60,31,31,53,0,1,27,107.76,-85.099998,14.21,3.48,11.8,,,,,
Wildcat053,4,3,7,0,4,3,3,3,3,3,5,3,5,4,3,5,1,4,4,5,4,2,4,4,4,4,2,1,5,5,1,1,,,,,,0,1,45,0.2033,9.2,7.22,1.69,709.1,,,,,
Wildcat054,6,3,6,0,4,3,3,2,2,2,5,3,5,4,4,5,2,5,5,5,5,5,5,5,3,5,1,1,5,5,2,2,84,62,67,33,46,0,1,154,30.56,-33,2.55,0.69,3971,,,,,
Wildcat055,5,3,1,0,4,4,4,2,2,3,5,2,5,5,4,5,3,5,4,5,5,2,,,,,,,,,,,64,63,75,78,100,0,1,127,12.88,62.1,2.83,0.75,5513.9,,,,,
Wildcat056,4,3,4,1,4,3,4,2,3,3,4,3,5,4,4,5,1,4,4,4,3,4,,,,,,,,,,,,,,,,0,1,12,0.3144,-1.8,21.71,3.88,43.5,,,,,
Wildcat057,5,3,3,1,5,5,5,3,5,4,4,5,1,5,5,4,1,5,4,2,4,5,2,4,1,5,1,1,5,5,3,4,,,,,,0,1,122,0.2519,0.1,3.34,1.05,3407.7,,,,,
Wildcat058,5,3,4,0,5,4,5,4,3,3,5,2,1,1,1,1,1,4,3,4,4,4,5,4,1,5,1,1,5,5,1,4,,,,,,0,1,216,0.2152,31,1.8,0.49,10545,,,,,
Wildcat059,7,3,7,1,5,3,5,4,5,5,3,4,2,5,1,5,2,3,4,4,4,4,2,5,2,4,2,1,5,5,5,1,,,,,,0,1,23,0.0415,19.3,8.84,1.31,238,,,,,
Wildcat060,4,3,2,1,5,3,5,2,4,3,5,4,2,3,4,5,2,2,4,4,5,5,3,4,1,4,1,1,5,5,4,2,,,,,,0,1,9,0.5625,-9,34.9,7.9,13.3,,,,,
Wildcat061,6,3,2,1,5,4,5,2,4,2,5,5,2,5,5,5,1,4,5,5,5,5,5,5,1,5,1,1,5,5,1,4,,,,,,0,1,28,0.3155,-6.1,12.33,3.11,207.3,,,,,
Wildcat062,7,3,2,1,5,5,5,4,3,4,5,4,3,4,5,5,2,3,4,5,5,5,4,4,1,5,1,1,5,5,1,3,,,,,,0,1,113,0.2308,9.6,3.48,1.07,3027,,,,,
Wildcat063,5,3,2,1,5,5,5,4,5,5,5,6,3,4,4,5,1,5,5,5,5,5,5,5,1,4,1,1,5,5,5,4,94,90,71,17,81,0,1,130,-0.39,132,0.77,0,8385,,,,,
Wildcat064,6,3,5,1,5,5,5,4,4,4,4,1,4,3,2,4,2,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,,,,,,0,1,16,0.2167,3,18.63,4.15,83.5,,,,,
Wildcat065,4,3,6,0,5,3,4,4,4,5,5,3,4,3,4,5,2,4,5,3,4,4,4,3,4,3,4,4,4,5,2,3,,,,,,0,1,8,0.0179,7.5,20.31,1.56,25.5,,,,,
Wildcat066,7,3,4,1,5,5,5,4,5,3,5,5,4,4,5,5,1,3,5,4,3,2,4,4,2,4,2,1,5,5,1,4,,,,,,0,1,121,0.1949,27.5,3.04,0.81,4375.2,,,,,
Wildcat067,5,3,5,1,5,4,5,3,4,3,3,4,4,4,5,5,2,4,5,5,5,5,5,5,1,4,2,2,4,5,5,1,75,80,90,70,76,0,1,8,33.04,-1.3,33.08,5.69,17,,,,,
Wildcat068,6,3,6,1,5,5,5,4,5,4,5,3,4,4,5,5,1,5,5,5,5,5,5,4,1,5,1,1,5,5,1,4,,,,,,0,1,111,0.1662,37.9,3.37,0.89,3495.5,,,,,
Wildcat069,6,3,1,1,5,3,4,4,5,3,1,5,4,4,2,5,1,5,5,5,5,5,5,5,1,3,1,1,5,5,5,1,,,,,,0,1,195,0.147,80.9,2.04,0.63,11130.1,,,,,
Wildcat070,6,3,2,1,5,4,5,5,4,3,5,4,5,5,4,5,2,4,4,4,4,4,5,4,1,4,2,1,5,5,1,2,56,69,69,60,65,0,1,6,-10,8,16.67,0,15,,,,,
Wildcat071,4,3,3,1,5,5,5,4,4,4,5,4,5,4,3,4,2,4,4,4,4,4,5,5,2,5,2,2,5,5,3,3,56,57,50,65,54,0,1,12,44.7,-7.6999998,26.82,6.77,31.5,,,,,
Wildcat072,5,3,1,1,5,3,4,4,4,5,3,3,5,5,5,5,1,5,5,5,5,5,5,5,1,5,1,1,5,5,2,4,,,,,,0,1,15,0.1111,5.4,20.8,2.69,31,,,,,
Wildcat073,3,3,3,0,5,5,5,3,2,5,5,6,5,5,5,5,1,4,3,3,4,5,,,,,,,,,,,,,,,,0,1,70,0.3354,-22.6,5.41,1.41,807.4,,,,,
Wildcat074,5,3,3,1,5,3,5,4,3,5,5,3,5,5,5,5,1,4,4,5,5,4,,,,,,,,,,,,,,,,0,1,89,0.1715,28.6,3.9,1.08,2715.8,,,,,
Wildcat075,3,3,6,0,5,3,5,2,3,4,5,2,,,,,,,,,,,,,,,,,,,,,40,69,46,60,44,0,1,1,,,,,,,,,,
Wildcat076,5,3,4,0,5,1,5,2,3,4,3,2,,,,,,,,,,,,,,,,,,,,,77,71,71,42,69,0,1,119,8.72,98,1.81,1.36,7.91,,,,,
Wildcat077,5,3,3,1,5,5,4,4,5,4,5,4,,,,,,,,,,,5,5,1,5,1,2,5,5,2,2,,,,,,0,1,176,0.1523,69.4,2.17,0.6,9085.4,,,,,
Wildcat078,5,3,6,0,,,,,,,,,4,4,5,5,2,4,3,3,4,4,,,,,,,,,,,64,45,80,30,100,0,1,35,16.39,12.7,9.07,2.01,467.2,,,,,
Wildcat079,5,3,5,0,,,,,,,,,5,4,2,5,3,5,3,2,3,4,5,2,2,4,3,2,5,5,1,1,54,48,85,23,56,0,1,140,28.42,-18,2.82,0.79,3198.4,,,,,
Wildcat080,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,50,70,11,82,0,1,63,24.48,2.3,5.31,1.34,1210.6,,,,,
Wildcat081,7,3,6,1,,,,,,,,,4,3,4,4,2,5,5,4,4,3,2,4,2,3,2,1,5,4,1,3,,,,,,0,1,162,0.1767,48.2,2.45,0.69,6445.5,,,,,
Wildcat082,5,3,3,0,,,,,,,,,5,4,4,4,2,4,3,3,4,4,4,4,2,4,4,1,5,5,3,3,,,,,,0,1,32,0.1754,10.3,10.57,2.93,373.7,,,,,
Wildcat083,3,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,,1.7,,5.56,2,,,,,
Wildcat084,5,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,24,0.3179,-5.3,13.47,3.07,170.4,,,,,
Wildcat085,6,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,26,-0.02,28,3.85,0,325,,,,,
Wildcat086,1,4,1,1,1,3,1,1,3,3,2,1,1,5,5,4,1,3,4,5,5,4,4,4,3,5,4,1,5,5,5,1,65,85,90,31,85,0,1,40,2.24,36.5,4.99,0.74,752.5,,,,,
Wildcat087,1,4,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,1,5,5,1,5,1,2,5,5,1,5,42,54,46,23,92,0,1,6,15,3,31.48,3.7,12,,,,,
Wildcat088,5,4,4,0,1,2,3,2,1,4,2,3,1,4,4,4,4,1,2,2,1,3,,,,,,,,,,,,,,,,0,1,13,0.0865,8.8,16.13,2.42,68.5,,,,,
Wildcat089,5,4,4,0,1,1,1,1,1,1,1,1,2,4,4,4,3,5,4,2,2,5,2,4,3,4,2,1,5,5,5,1,,,,,,0,1,17,0.2169,3.1,17.27,3.41,94.7,,,,,
Wildcat090,5,4,3,1,1,3,1,2,3,2,1,1,2,4,4,4,3,3,4,2,2,4,3,4,3,4,2,4,3,4,1,1,50,44,21,56,33,0,1,2,-50,4,50,0,1,,,,,
Wildcat091,5,4,6,0,1,3,1,1,1,4,1,1,2,4,5,5,2,3,4,4,3,4,4,4,2,4,3,1,5,5,1,1,,,,,,0,1,3,,-5,,14.81,0,,,,,
Wildcat092,5,4,5,0,1,3,1,1,1,1,5,1,2,5,3,4,1,4,4,4,4,4,5,5,1,5,1,1,5,5,1,1,71,56,62,25,39,0,1,5,-12,7,20,0,10,,,,,
Wildcat093,2,4,1,1,1,3,1,1,3,3,5,1,2,5,5,5,1,4,4,5,5,4,5,5,1,5,1,1,5,5,3,1,98,71,90,20,90,0,1,71,16.29,25.4,4.9099998,1.22,1739.1,,,,,
Wildcat094,5,4,5,0,1,3,1,1,1,1,1,1,3,4,3,4,4,5,3,4,3,2,4,4,2,4,1,1,5,5,5,1,50,56,48,27,77,0,1,80,34.3,-28.4,4.8400002,1.42,1254.4,,,,,
Wildcat095,4,4,2,0,1,3,4,2,2,1,1,3,3,4,1,5,2,4,2,5,5,5,4,5,1,5,1,1,5,5,5,1,,,,,,0,1,18,0.1013,11.1,14.28,2.94,131.5,,,,,
Wildcat096,6,4,1,0,1,1,1,1,1,1,2,1,3,5,5,5,4,5,4,4,4,2,4,5,2,2,2,1,5,5,5,4,,,,,,0,1,28,0.1931,7.1,10.32,2.25,279.4,,,,,
Wildcat097,5,4,4,0,1,2,1,3,3,2,4,1,3,4,4,4,2,3,4,4,4,4,5,5,2,4,2,3,5,4,2,4,,,,,,0,1,52,0.0552,40.7,5.3,1.1,1210,,,,,
Wildcat098,4,4,2,1,1,2,1,1,3,2,2,1,4,3,4,1,4,4,4,2,4,3,2,4,1,3,4,4,5,4,1,5,85,56,6,71,19,0,1,52,29.94,-9.1000004,6.5700002,1.61,772.09998,,,,,
Wildcat099,3,4,4,,1,1,1,1,1,1,1,1,4,4,4,5,2,4,4,4,4,4,4,3,2,3,1,1,5,5,1,3,40,59,62,62,59,0,1,16,26.88,-0.1,17.33,3.55,71,,,,,
Wildcat100,5,4,5,0,1,1,1,1,1,1,2,1,4,4,1,5,2,4,4,4,4,4,4,5,2,5,2,1,5,5,5,1,42,73,42,71,90,0,1,267,4.3,221.3,1.39,0.45,31210.9,,,,,
Wildcat101,2,4,2,0,1,1,1,1,1,1,5,1,4,4,4,4,3,4,3,3,3,4,4,2,5,3,4,2,5,3,1,1,,,,,,0,1,122,-0.0041,124,0.82,0,7381,,,,,
Wildcat102,3,4,2,0,1,3,1,1,1,1,3,1,4,5,3,5,1,4,4,4,4,5,5,5,1,5,1,1,5,5,5,1,81,59,85,43,38,0,1,5,12.5,3,40,4,8,,,,,
Wildcat103,6,4,4,1,1,3,1,1,3,4,5,1,4,3,3,5,1,3,4,5,5,5,5,5,1,5,1,2,5,5,1,5,88,96,79,42,85,0,1,5,0,5,30,2,9,,,,,
Wildcat104,2,4,3,0,1,3,1,1,1,1,2,1,4,5,1,5,1,5,5,5,5,4,,,,,,,,,,,67,62,35,0,92,0,1,31,14.73,13.3,10.09,2.29,365.7,,,,,
Wildcat105,1,4,5,0,1,1,1,1,1,1,3,1,5,3,1,5,5,5,2,1,1,5,1,1,5,1,5,5,1,3,1,3,71,62,43,66,100,0,1,3.3399999,1.92,4.8400002,2.49,0.72000003,3.4400001,,,,,
Wildcat106,5,4,3,0,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,2,4,4,1,5,1,1,5,5,5,1,41,69,61,54,60,0,1,34,30.12,-5.8000002,10.14,2.3599999,312.29999,,,,,
Wildcat107,5,4,4,0,1,1,1,1,1,2,5,1,5,4,4,5,3,2,4,3,4,2,4,4,2,4,3,1,5,4,1,4,52,58,52,58,56,0,1,3,,5,,0,3,,,,,
Wildcat108,6,4,3,0,1,1,1,1,1,1,1,1,5,4,4,4,3,4,4,4,3,2,4,4,2,4,2,1,5,5,1,4,52,46,56,62,54,0,1,5,-12.5,7,20,0,10,,,,,
Wildcat109,6,4,5,0,1,1,1,1,1,3,1,1,5,4,5,5,2,5,4,1,5,4,4,4,4,4,3,1,5,5,4,3,,,,,,0,1,15,0.0705,9.6,17.11,2.41,70,,,,,
Wildcat110,5,4,3,0,1,3,1,1,3,3,1,1,5,5,5,5,3,4,4,3,3,3,4,4,2,4,2,2,4,4,1,5,,,,,,0,1,91,0.1715,29.3,4.24,1.21,2489.3,,,,,
Wildcat111,5,4,2,0,1,3,1,4,1,2,5,1,5,5,4,5,2,4,3,5,4,5,5,4,1,5,1,1,5,5,5,1,77,25,58,79,88,0,1,255,17.91,73,1.58,0.46000001,14020.7,,,,,
Wildcat112,6,4,3,0,1,1,1,1,1,1,4,1,5,4,5,5,1,5,5,5,5,5,5,5,2,4,1,2,5,5,5,2,88,48,54,48,88,0,1,20,11.18,11.5,12.06,2.3,168.3,,,,,
Wildcat113,3,4,3,1,1,3,1,1,1,1,1,1,5,5,5,5,2,4,4,4,4,3,5,4,1,5,2,1,5,5,1,5,,,,,,0,1,22,0.0519,17.6,12.29,4.03,212.5,,,,,
Wildcat114,5,4,7,0,1,1,1,1,1,1,5,1,5,5,5,5,2,2,4,3,3,3,5,3,1,5,3,2,5,5,5,5,,,,,,0,1,499,0.0278,443.7,0.72,0.21,112689.8,,,,,
Wildcat115,3,4,7,1,1,3,1,3,2,1,5,1,5,3,5,5,1,3,1,4,3,2,,,,,,,,,,,,,,,,0,1,4,,6,,0,6,,,,,
Wildcat116,4,4,3,1,1,3,1,3,3,3,5,1,5,5,5,5,1,5,5,5,5,5,,,,,,,,,,,,,,,,0,1,23,0.1206,12.4,11.13,2.45,217.8,,,,,
Wildcat117,4,4,4,0,1,3,1,1,1,1,1,1,,,,,,,,,,,2,3,1,4,1,3,5,3,1,3,,,,,,0,1,20,0.2039,4.5,14.11,3.3,143.7,,,,,
Wildcat118,5,4,3,0,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,
Wildcat119,5,4,3,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,,4,,0,1,,,,,
Wildcat120,6,4,3,1,1,1,1,1,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,10,0.6389,-13,34.35,8.04,16.3,,,,,
Wildcat121,6,4,1,1,2,3,2,2,3,2,2,3,1,5,4,4,1,3,4,5,3,4,2,5,1,4,1,1,5,5,5,2,,,,,,0,1,1,,,,,,,,,,
Wildcat122,4,4,5,,2,4,2,2,3,4,2,2,2,3,1,2,4,2,4,4,4,4,2,2,3,4,3,4,4,4,5,4,71,62,38,48,56,0,1,25,22.5,3.4000001,13.52,4,206.89999,,,,,
Wildcat123,4,4,4,,2,3,2,1,3,5,5,2,3,3,4,4,3,5,5,5,4,3,3,3,3,2,4,2,4,4,5,4,58,75,38,58,85,0,1,185,3.53,159,1.7,0.46000001,15761.3,,,,,
Wildcat124,2,4,7,,2,3,2,1,3,3,3,1,3,4,4,4,2,3,3,3,3,2,5,3,2,4,2,1,5,5,5,3,56,52,67,27,69,0,1,13,18.27,4.2,17.39,3.21,60.7,,,,,
Wildcat125,5,4,3,0,2,3,2,3,2,2,1,1,4,3,3,4,3,4,3,4,4,3,4,4,3,4,3,1,5,5,1,1,52,46,56,52,54,0,1,5,25,1,41.330002,5.3299999,7,,,,,
Wildcat126,4,4,3,0,2,2,2,1,2,1,1,1,4,4,3,4,2,2,2,4,3,4,4,4,1,4,1,1,5,5,3,3,,,,,,0,1,15,-0.0357,17,6.67,0,105,,,,,
Wildcat127,5,4,1,0,2,3,1,1,1,3,2,2,4,4,1,3,5,3,4,4,4,5,4,4,2,4,2,4,5,3,1,4,,,,,,0,1,18,0.1993,4.4,15.55,3.19,113.8,,,,,
Wildcat128,5,4,3,0,2,2,2,2,2,2,2,1,4,4,4,4,2,4,4,4,4,3,,,,,,,,,,,,,,,,0,1,9,0.6319,-11.2,35,6.84,11.8,,,,,
Wildcat129,5,4,3,0,2,2,2,3,2,2,3,2,5,4,4,5,2,4,4,4,4,4,4,4,1,5,2,1,5,5,1,3,,,,,,0,1,13,0.0545,10.4,15.02,1.81,71,,,,,
Wildcat130,6,4,1,1,2,1,1,1,1,4,3,2,5,5,5,5,1,5,5,5,4,2,5,5,1,5,1,2,5,5,4,1,,,,,,0,1,39,0.1791,11.8,8.42,2.02,523.1,,,,,
Wildcat131,6,4,1,0,2,3,2,1,3,3,3,1,5,5,4,5,1,4,5,5,5,4,,,,,,,,,,,,,,,,0,1,3,,5,,,3,,,,,
Wildcat132,4,4,3,0,2,3,2,1,2,2,2,1,5,4,5,5,5,4,3,4,4,4,,,,,,,,,,,,,,,,0,1,8,0.0625,6.3,23.5,2.69,25,,,,,
Wildcat133,4,4,2,1,2,3,2,2,2,2,5,1,,,,,,,,,,,3,3,4,4,2,2,4,4,2,2,19,90,48,62,45,0,1,76,16.66,26,4.41,1.17,2012.4,,,,,
